var_0;var_1;var_2;var_3;var_4;var_5;var_6;var_7;var_8;var_9;var_10;var_11;var_12;var_13;var_14;var_15;var_16;var_17;var_18;var_19;var_20;var_21;var_22;var_23;var_24;var_25;var_26;var_27;var_28;var_29;var_30;var_31;var_32;var_33;var_34;var_35
Concludente/Egresso;Caraúbas - Diurno;2020.1;20211;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Privada;NULO;RN;Sim;Não;Feminino;Branco;Solteiro;Não;Não;Entre 2501 e 3000 reais;Não;Aprovado em todas as disciplinas;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Pós-graduação completa;Ensino superior Completo;137;2020;2021;10
Concludente/Egresso;Mossoró - Noturno;2016.2;20211;Sim, sempre quis cursar CeT;Sim;privada;NULO;Privada;NULO;RN;Não;Não;Feminino;Pardo;Solteiro;Não;Não;Entre 1501 e 2000 reais;Não;Reprovado em cinco ou mais disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Pós-graduação completa;Ensino médio completo;138;2016;2021;50
Evadido/Desistente;Mossoró - Noturno;2014.2;20181;Sim, sempre quis cursar CeT;Sim;Pública;Instituto Federal;Pública;Municipal;RN;Não;Não;Masculino;Branco;Casado;Não;Sim;Acima de 3000 reais;Não;Aprovado em todas as disciplinas;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Ensino médio completo;Ensino médio completo;139;2014;2018;40
Concludente/Egresso;Angicos - Diurno;2019.2;20212;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;RN;Sim;Não;Feminino;Pardo;Casado;Sim;Não;Entre 501 e 1000 reais;Não;Reprovado em uma disciplina;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Pós-graduação incompleta;Ensino fundamental Completo;140;2019;2021;20
Concludente/Egresso;Pau dos Ferros - Noturno;2018.1;20211;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Pública;Municipal;RN;Não;Não;Masculino;Branco;Solteiro;Não;Não;Entre 501 e 1000 reais;Sim;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Ensino fundamental Completo;Ensino primário incompleto;141;2018;2021;30
Concludente/Egresso;Angicos - Diurno;2009.1;20121;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Municipal;RN;Eu já morava na mesma cidade;Não;Masculino;Branco;Solteiro;Não;Não;Menos de 500 reais;Sim;Reprovado em uma disciplina;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Ensino fundamental incompleto;Ensino fundamental incompleto;142;2009;2012;30
Evadido/Desistente;Caraúbas - Noturno;2016.1;20172;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Pública;Escola Estadual;RN;Não;Não;Masculino;Pardo;Solteiro;Não;Não;Entre 2001 e 2500 reais;Não;Reprovado em duas disciplinas;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Pós-graduação completa;Ensino fundamental incompleto;143;2016;2017;10
Concludente/Egresso;Angicos - Noturno;2021.2;20212;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Escola Estadual;RN;Não;Não;Masculino;Negro;Solteiro;Não;Sim;Entre 501 e 1000 reais;Não;Aprovado em todas as disciplinas;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Ensino superior Completo;Ensino superior incompleto;144;2021;2021;0
Evadido/Desistente;Caraúbas - Noturno;2021.2;20212;Não, esse foi o curso que consegui ingressar;Sim;Pública;Escola Estadual;Pública;Escola Estadual;RN;Eu já morava na mesma cidade;Não;Prefiro não informar;Pardo;Solteiro;Não;Não;Menos de 500 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Ensino médio completo;Ensino médio incompleto;145;2021;2021;0
Concludente/Egresso;Pau dos Ferros - Noturno;2016.1;20191;Não, esse foi o curso que consegui ingressar;Sim;Pública;Escola Estadual;Pública;Escola Estadual;PE;Sim;Não;Masculino;Branco;Solteiro;Não;Sim;Entre 1001 e 1500 reais;Sim;Aprovado em todas as disciplinas;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Ensino médio completo;Ensino fundamental incompleto;146;2016;2019;30
Concludente/Egresso;Angicos - Diurno;2010.1;20152;Não, esse foi o curso que consegui ingressar;Sim;privada;NULO;Privada;NULO;RN;Sim;Não;Masculino;Branco;Solteiro;Não;Sim;Menos de 500 reais;Sim;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Ensino médio completo;Ensino superior Completo;147;2010;2015;50
Evadido/Desistente;Angicos - Diurno;2013.1;20151;Sim, sempre quis cursar CeT;Sim;Pública;Instituto Federal;Pública;Fundação Bradesco;RN;Sim;Não;Masculino;Branco;Casado;Sim;Não;Entre 1501 e 2000 reais;Sim;Reprovado em duas disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Ensino fundamental incompleto;Ensino fundamental incompleto;148;2013;2015;20
Evadido/Desistente;Angicos - Noturno;2013.1;20151;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Pública;Escola Estadual;RN;Sim;Não;Masculino;Pardo;Casado;Sim;Sim;Entre 1001 e 1500 reais;Não;Reprovado em duas disciplinas;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Ensino superior Completo;Ensino médio completo;149;2013;2015;20
Concludente/Egresso;Mossoró - Diurno;2019.1;20211;Não, esse foi o curso que consegui ingressar;Sim;Pública;Escola Estadual;Pública;Municipal;CE;Sim;Não;Masculino;Branco;Solteiro;Não;Sim;Entre 1001 e 1500 reais;Sim;Reprovado em uma disciplina;Não;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Ensino fundamental incompleto;Ensino fundamental incompleto;150;2019;2021;20
Concludente/Egresso;Mossoró - Diurno;2014.2;20182;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Privada;NULO;RN;Eu já morava na mesma cidade;Não;Masculino;Pardo;Casado;Não;Sim;Entre 1001 e 1500 reais;Não;Aprovado em todas as disciplinas;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Ensino fundamental incompleto;Ensino fundamental incompleto;151;2014;2018;40
Concludente/Egresso;Caraúbas - Diurno;2017.2;20212;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;RN;Eu já morava na mesma cidade;Não;Masculino;Branco;Solteiro;Não;Não;Entre 501 e 1000 reais;Não;Reprovado em quatro disciplinas;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Ensino primário incompleto;Ensino primário incompleto;152;2017;2021;40
Evadido/Desistente;Mossoró - Noturno;2010.1;20121;Sim, sempre quis cursar CeT;Não;privada;NULO;Privada;Escola Estadual;RN;Eu já morava na mesma cidade;Não;Masculino;Pardo;Solteiro;Não;Sim;Acima de 3000 reais;Não;Reprovado em duas disciplinas;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Ensino médio completo;Ensino médio completo;153;2010;2012;20
Concludente/Egresso;Mossoró - Noturno;2016.2;20211;Sim, sempre quis cursar CeT;Sim;privada;NULO;Privada;NULO;RN;Não;Não;Masculino;Branco;Solteiro;Não;Não;Entre 2001 e 2500 reais;Não;Reprovado em uma disciplina;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Pós-graduação incompleta;Ensino superior Completo;154;2016;2021;50
Evadido/Desistente;Mossoró - Noturno;2016.1;20162;Não, esse foi o curso que consegui ingressar;Sim;privada;NULO;Pública;Municipal;RN;Não;Não;Feminino;Amarelo;Solteiro;Não;Sim;Acima de 3000 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Ensino médio completo;Ensino primário incompleto;155;2016;2016;0
Evadido/Desistente;Mossoró - Noturno;2011.1;20112;Sim, sempre quis cursar CeT;Sim;privada;NULO;Privada;NULO;RN;Eu já morava na mesma cidade;Não;Masculino;Pardo;Solteiro;Não;Sim;Entre 2001 e 2500 reais;Não;Reprovado em cinco ou mais disciplinas;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Ensino médio completo;Ensino fundamental incompleto;156;2011;2011;0
Concludente/Egresso;Mossoró - Diurno;2019.2;20221;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Municipal;RN;Eu já morava na mesma cidade;Não;Feminino;Pardo;Solteiro;Não;Não;Entre 1501 e 2000 reais;Sim;Reprovado em cinco ou mais disciplinas;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Ensino médio completo;Ensino fundamental incompleto;157;2019;2022;30
Concludente/Egresso;Angicos - Diurno;2020.1;20212;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Privada;NULO;RN;Sim;Não;Feminino;Prefiro não informar;Solteiro;Não;Não;Entre 501 e 1000 reais;Sim;Aprovado em todas as disciplinas;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Ensino primário incompleto;Ensino médio completo;158;2020;2021;10
Concludente/Egresso;Angicos - Diurno;2019.2;20212;Não, esse foi o curso que consegui ingressar;Não;privada;NULO;Privada;NULO;RN;Sim;Não;Feminino;Negro;Solteiro;Não;Não;Entre 2001 e 2500 reais;Não;Reprovado em uma disciplina;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Ensino superior incompleto;Ensino médio completo;159;2019;2021;20
Concludente/Egresso;Angicos - Noturno;2015.2;20212;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Privada;NULO;RN;Sim;Não;Masculino;Pardo;Casado;Não;Sim;Entre 1501 e 2000 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Ensino médio incompleto;Ensino médio completo;160;2015;2021;60
Concludente/Egresso;Angicos - Diurno;2015.2;20211;Não, esse foi o curso que consegui ingressar;Sim;Pública;Escola Estadual;Pública;Municipal;RN;Sim;Não;Feminino;Branco;Solteiro;Não;Não;Entre 501 e 1000 reais;Sim;Reprovado em uma disciplina;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Ensino fundamental incompleto;Ensino primário incompleto;161;2015;2021;60
Concludente/Egresso;Mossoró - Noturno;2009.2;20152;Não, esse foi o curso que consegui ingressar;Não;privada;NULO;Privada;NULO;CE;Sim;Não;Masculino;Pardo;Solteiro;Não;Sim;Entre 2001 e 2500 reais;Sim;Aprovado em todas as disciplinas;Não;Não;Não;Sim;Sim;Sim;Não;Não;Não;Ensino superior Completo;Ensino médio completo;162;2009;2015;60
Evadido/Desistente;Angicos - Diurno;2010.1;20102;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Escola Estadual;RN;Sim;Não;Masculino;Branco;Casado;Sim;Sim;Acima de 3000 reais;Não;Reprovado em uma disciplina;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Ensino médio completo;Ensino médio completo;163;2010;2010;0
Concludente/Egresso;Caraúbas - Diurno;2018.2;20182;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Privada;NULO;RN;Sim;Não;Feminino;Branco;Solteiro;Não;Não;Entre 1001 e 1500 reais;Não;Reprovado em quatro disciplinas;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Ensino fundamental incompleto;Ensino médio incompleto;164;2018;2018;0
Concludente/Egresso;Mossoró - Noturno;2021.1;20212;Sim, sempre quis cursar CeT;Não;privada;NULO;Pública;Municipal;CE;Não;Não;Masculino;Branco;Solteiro;Não;Não;Entre 501 e 1000 reais;Sim;Aprovado em todas as disciplinas;Sim;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Ensino fundamental Completo;Ensino fundamental Completo;165;2021;2021;0
Concludente/Egresso;Mossoró - Diurno;2017.1;20211;Sim, sempre quis cursar CeT;Sim;privada;NULO;Pública;Municipal;RN;Eu já morava na mesma cidade;Não;Masculino;Branco;Solteiro;Não;Sim;Entre 1001 e 1500 reais;Sim;Aprovado em todas as disciplinas;Não;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Ensino superior Completo;Ensino médio completo;166;2017;2021;40
Concludente/Egresso;Pau dos Ferros - Diurno;2012.2;20161;Não, esse foi o curso que consegui ingressar;Não;privada;NULO;Privada;NULO;RN;Eu já morava na mesma cidade;Não;Masculino;Branco;Solteiro;Não;Não;Acima de 3000 reais;Sim;Reprovado em uma disciplina;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Pós-graduação completa;Ensino fundamental incompleto;167;2012;2016;40
Concludente/Egresso;Mossoró - Diurno;2009.1;20112;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Municipal;RN;Não;Sim;Masculino;Branco;Casado;Não;Sim;Entre 501 e 1000 reais;Sim;Aprovado em todas as disciplinas;Não;Não;Sim;Não;Sim;Não;Não;Não;Não;Ensino primário incompleto;Ensino médio completo;168;2009;2011;20
Evadido/Desistente;Angicos - Noturno;2014.2;20142;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Privada;NULO;RN;Não;Não;Masculino;Branco;Casado;Sim;Sim;Acima de 3000 reais;Não;Aprovado em todas as disciplinas;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Ensino médio completo;Ensino médio completo;169;2014;2014;0
Concludente/Egresso;Mossoró - Noturno;2021.1;20212;Não, esse foi o curso que consegui ingressar;Sim;Pública;Escola Estadual;Pública;Escola Estadual;CE;Não;Não;Masculino;Branco;Solteiro;Não;Não;Entre 501 e 1000 reais;Não;Reprovado em uma disciplina;Não;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Ensino fundamental Completo;Ensino fundamental incompleto;170;2021;2021;0
Concludente/Egresso;Caraúbas - Noturno;2020.1;20211;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Municipal;RN;Não;Não;Feminino;Pardo;Solteiro;Não;Sim;Entre 501 e 1000 reais;Não;Aprovado em todas as disciplinas;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Ensino médio incompleto;Ensino médio incompleto;171;2020;2021;10
Concludente/Egresso;Caraúbas - Noturno;2020.2;20211;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Municipal;RN;Não;Não;Feminino;Pardo;Solteiro;Não;Não;Menos de 500 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Ensino fundamental incompleto;Ensino fundamental incompleto;172;2020;2021;10
Concludente/Egresso;Mossoró - Diurno;2013.1;20181;Sim, sempre quis cursar CeT;Não;privada;NULO;Privada;NULO;RN;Eu já morava na mesma cidade;Não;Feminino;Pardo;Solteiro;Não;Sim;Entre 1501 e 2000 reais;Sim;Aprovado em todas as disciplinas;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Pós-graduação completa;Ensino médio completo;173;2013;2018;50
Concludente/Egresso;Mossoró - Diurno;2017.1;20211;Sim, sempre quis cursar CeT;Não;privada;NULO;Privada;NULO;RN;Eu já morava na mesma cidade;Não;Masculino;Branco;Solteiro;Não;Sim;Entre 1501 e 2000 reais;Não;Reprovado em duas disciplinas;Não;Não;Sim;Não;Não;Sim;Não;Não;Não;Ensino fundamental incompleto;Ensino superior Completo;174;2017;2021;40
Concludente/Egresso;Angicos - Diurno;2012.1;20142;Não, esse foi o curso que consegui ingressar;Sim;privada;NULO;Privada;NULO;CE;Sim;Não;Feminino;Amarelo;Casado;Sim;Sim;Entre 1501 e 2000 reais;Sim;Aprovado em todas as disciplinas;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Ensino médio completo;Ensino fundamental incompleto;175;2012;2014;20
Concludente/Egresso;Mossoró - Diurno;2020.1;20212;Sim, sempre quis cursar CeT;Não;privada;NULO;Privada;NULO;CE;Sim;Não;Feminino;Branco;Solteiro;Não;Não;Acima de 3000 reais;Sim;Aprovado em todas as disciplinas;Não;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Ensino superior Completo;Ensino médio completo;176;2020;2021;10
Concludente/Egresso;Mossoró - Noturno;2020.1;20211;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;CE;Não;Não;Feminino;Branco;Solteiro;Não;Sim;Entre 1501 e 2000 reais;Não;Aprovado em todas as disciplinas;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Ensino primário incompleto;Ensino médio completo;177;2020;2021;10
Evadido/Desistente;Mossoró - Noturno;2012.1;20162;Não, esse foi o curso que consegui ingressar;Sim;Pública;Escola Estadual;Pública;Escola Estadual;RN;Eu já morava na mesma cidade;Não;Masculino;Pardo;Casado;Não;Sim;Entre 1001 e 1500 reais;Não;Reprovado em duas disciplinas;Não;Não;Não;Não;Sim;Sim;Sim;Não;Não;Ensino fundamental Completo;Ensino fundamental incompleto;178;2012;2016;40
Concludente/Egresso;Angicos - Diurno;2014.1;20162;Sim, sempre quis cursar CeT;Não;Pública;Instituto Federal;Pública;Municipal;RN;Sim;Não;Feminino;Branco;Solteiro;Não;Sim;Entre 1001 e 1500 reais;Sim;Aprovado em todas as disciplinas;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Ensino superior Completo;Ensino fundamental incompleto;179;2014;2016;20
Evadido/Desistente;Mossoró - Diurno;2009.1;20101;Sim, sempre quis cursar CeT;Sim;privada;NULO;Pública;Escola Estadual;RN;Eu já morava na mesma cidade;Não;Masculino;Branco;Casado;Sim;Sim;Acima de 3000 reais;Não;Reprovado em cinco ou mais disciplinas;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Ensino superior Completo;Ensino fundamental incompleto;180;2009;2010;10
Concludente/Egresso;Mossoró - Diurno;2009.1;20141;Sim, sempre quis cursar CeT;Não;privada;NULO;Privada;NULO;RN;Eu já morava na mesma cidade;Não;Feminino;Pardo;Solteiro;Não;Sim;Acima de 3000 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Ensino superior Completo;Ensino superior Completo;181;2009;2014;50
Concludente/Egresso;Mossoró - Diurno;2021.2;20212;Não, esse foi o curso que consegui ingressar;Não;privada;NULO;Privada;Municipal;RN;Não;Não;Masculino;Branco;Solteiro;Não;Não;Entre 501 e 1000 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Ensino médio incompleto;Ensino médio incompleto;182;2021;2021;0
Concludente/Egresso;Angicos - Diurno;2019.2;20212;Sim, sempre quis cursar CeT;Não;Pública;Instituto Federal;Pública;Escola Estadual;RN;Sim;Sim;Masculino;Pardo;Solteiro;Não;Não;Menos de 500 reais;Não;Reprovado em uma disciplina;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Ensino fundamental incompleto;Ensino fundamental incompleto;183;2019;2021;20
Evadido/Desistente;Caraúbas - Diurno;2011.2;20132;Não, esse foi o curso que consegui ingressar;Não;privada;NULO;Privada;NULO;CE;Sim;Não;Feminino;Branco;Casado;Sim;Sim;Acima de 3000 reais;Não;Reprovado em duas disciplinas;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Ensino fundamental incompleto;Ensino médio completo;184;2011;2013;20
Concludente/Egresso;Mossoró - Noturno;2020.2;20202;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Privada;NULO;RN;Eu já morava na mesma cidade;Não;Feminino;Pardo;Solteiro;Não;Não;Entre 1001 e 1500 reais;Não;Aprovado em todas as disciplinas;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Sim;Ensino fundamental incompleto;Ensino médio completo;185;2020;2020;0
Evadido/Desistente;Mossoró - Diurno;2017.2;20201;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;RN;Não;Não;Masculino;Branco;Solteiro;Não;Sim;Acima de 3000 reais;Não;Reprovado em duas disciplinas;Não;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Pós-graduação completa;Ensino fundamental incompleto;186;2017;2020;30
Concludente/Egresso;Mossoró - Noturno;2020.2;20212;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;RN;Eu já morava na mesma cidade;Não;Masculino;Pardo;Casado;Sim;Sim;Entre 1001 e 1500 reais;Não;Reprovado em quatro disciplinas;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Ensino fundamental incompleto;Ensino fundamental incompleto;187;2020;2021;10
Concludente/Egresso;Mossoró - Noturno;2018.1;20211;Não, esse foi o curso que consegui ingressar;Sim;Pública;Instituto Federal;Pública;Escola Estadual;RN;Não;Não;Masculino;Branco;Solteiro;Não;Não;Entre 1501 e 2000 reais;Não;Reprovado em cinco ou mais disciplinas;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Ensino médio completo;Ensino médio completo;188;2018;2021;30
Evadido/Desistente;Mossoró - Diurno;2010.1;20101;Não, esse foi o curso que consegui ingressar;Não;privada;NULO;Privada;NULO;RN;Eu já morava na mesma cidade;Não;Feminino;Negro;Solteiro;Não;Sim;Acima de 3000 reais;Não;Reprovado em duas disciplinas;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Ensino médio incompleto;Ensino superior incompleto;189;2010;2010;0
Concludente/Egresso;Caraúbas - Noturno;2011.1;20172;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;RN;Sim;Não;Masculino;Pardo;Solteiro;Não;Sim;Acima de 3000 reais;Sim;Reprovado em uma disciplina;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Ensino superior Completo;Ensino fundamental incompleto;190;2011;2017;60
Concludente/Egresso;Mossoró - Diurno;2020.1;20211;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Pública;Escola Estadual;CE;Sim;Não;Feminino;Pardo;Solteiro;Não;Não;Menos de 500 reais;Sim;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Ensino médio completo;Ensino superior Completo;191;2020;2021;10
Concludente/Egresso;Caraúbas - Diurno;2021.1;20212;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Escola Estadual;RN;Não;Não;Feminino;Negro;Solteiro;Não;Não;Menos de 500 reais;Não;Reprovado em uma disciplina;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Ensino médio completo;Ensino fundamental incompleto;192;2021;2021;0
Concludente/Egresso;Mossoró - Diurno;2012.1;20201;Sim, sempre quis cursar CeT;Não;Pública;Escola Estadual;Pública;Municipal;RN;Eu já morava na mesma cidade;Não;Feminino;Branco;Solteiro;Não;Sim;Entre 1001 e 1500 reais;Não;Aprovado em todas as disciplinas;Não;Não;Não;Não;Sim;Sim;Sim;Não;Não;Ensino médio incompleto;Ensino fundamental Completo;193;2012;2020;80
Concludente/Egresso;Mossoró - Diurno;2011.1;20161;Não, esse foi o curso que consegui ingressar;Não;privada;NULO;Pública;Municipal;RN;Sim;Não;Feminino;Branco;Casado;Não;Sim;Entre 2501 e 3000 reais;Não;Reprovado em duas disciplinas;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Ensino superior Completo;Ensino médio completo;194;2011;2016;50
Concludente/Egresso;Mossoró - Diurno;2020.2;20211;Não, esse foi o curso que consegui ingressar;Sim;privada;NULO;Privada;NULO;CE;Não;Não;Masculino;Pardo;Solteiro;Não;Não;Entre 1001 e 1500 reais;Sim;Aprovado em todas as disciplinas;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Ensino superior Completo;Ensino médio completo;195;2020;2021;10
Concludente/Egresso;Mossoró - Diurno;2017.2;20212;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Pública;Municipal;RN;Sim;Não;Feminino;Pardo;Casado;Não;Sim;Entre 1501 e 2000 reais;Não;Reprovado em quatro disciplinas;Não;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Ensino médio completo;Ensino fundamental incompleto;196;2017;2021;40
Evadido/Desistente;Caraúbas - Diurno;2011.1;20131;Não, esse foi o curso que consegui ingressar;Sim;privada;NULO;Privada;NULO;RN;Sim;Não;Feminino;Branco;Solteiro;Não;Não;Entre 2001 e 2500 reais;Sim;Reprovado em duas disciplinas;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Ensino médio incompleto;Ensino médio incompleto;197;2011;2013;20
Concludente/Egresso;Caraúbas - Noturno;2015.2;20211;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Municipal;RN;Não;Não;Masculino;Pardo;Casado;Não;Não;Entre 501 e 1000 reais;Sim;Reprovado em duas disciplinas;Não;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Ensino fundamental incompleto;Ensino primário incompleto;198;2015;2021;60
Evadido/Desistente;Angicos - Noturno;NAO LEMBRO ;20142;Sim, sempre quis cursar CeT;Não;privada;NULO;Privada;NULO;RN;Não;Não;Feminino;Pardo;Solteiro;Não;Sim;Acima de 3000 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Ensino superior Completo;Ensino superior Completo;199;NAO LEMBRO ;2014;NULO
Concludente/Egresso;Pau dos Ferros - Noturno;2015.1;20182;Sim, sempre quis cursar CeT;Sim;Pública;Instituto Federal;Pública;Escola Estadual;RN;Não;Não;Masculino;Branco;Solteiro;Não;Sim;Entre 1501 e 2000 reais;Não;Aprovado em todas as disciplinas;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Ensino médio completo;Ensino fundamental Completo;200;2015;2018;30
Concludente/Egresso;Caraúbas - Diurno;2020.2;20212;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Escola Estadual;PB;Sim;Não;Masculino;Pardo;Solteiro;Não;Não;Entre 501 e 1000 reais;Sim;Aprovado em todas as disciplinas;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Ensino fundamental incompleto;Ensino médio incompleto;201;2020;2021;10
Concludente/Egresso;Mossoró - Diurno;2021.1;20212;Sim, sempre quis cursar CeT;Não;privada;NULO;Privada;NULO;RN;Eu já morava na mesma cidade;Não;Feminino;Pardo;Solteiro;Não;Não;Entre 1501 e 2000 reais;Não;Aprovado em todas as disciplinas;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Sim;Pós-graduação completa;Ensino médio completo;202;2021;2021;0
Concludente/Egresso;Caraúbas - Noturno;2012.1;20161;Não, esse foi o curso que consegui ingressar;Não;Pública;Escola Estadual;Pública;Municipal;RN;Não;Não;Feminino;Branco;Solteiro;Não;Não;Entre 1001 e 1500 reais;Sim;Reprovado em cinco ou mais disciplinas;Sim;Não;Não;Não;Não;Sim;Não;Não;Sim;Ensino médio completo;Ensino médio completo;203;2012;2016;40
Evadido/Desistente;Pau dos Ferros - Noturno;2021.1;20211;Não, esse foi o curso que consegui ingressar;Sim;Pública;Instituto Federal;Pública;Municipal;RN;Não;Não;Feminino;Pardo;Solteiro;Não;Não;Entre 1001 e 1500 reais;Não;Aprovado em todas as disciplinas;Sim;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Ensino médio completo;Ensino superior Completo;204;2021;2021;0
Concludente/Egresso;Mossoró - Noturno;2020.1;20201;Sim, sempre quis cursar CeT;Sim;Pública;Escola Estadual;Pública;Municipal;CE;Eu já morava na mesma cidade;Não;Masculino;Branco;Solteiro;Não;Sim;Entre 501 e 1000 reais;Não;Reprovado em cinco ou mais disciplinas;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Ensino fundamental incompleto;Ensino primário incompleto;205;2020;2020;0
